Transaction_ID,Order_Date,Region,Category,Quantity,Unit_Price,Shipping_Cost
TXN-100788,02/02/2025 20:00,West,Office Supplies,2,378.32,49.87
TXN-100789,02/02/2025 21:00,East,Home Appliances,12,79.55,30.47
TXN-100790,02/02/2025 22:00,South,Electronics,5,323.2,7
TXN-100791,02/02/2025 23:00,West,Electronics,7,204.71,40.84
TXN-100792,03/02/2025 00:00,North,Office Supplies,16,124.23,22.84
TXN-100793,03/02/2025 01:00,West,Electronics,1,313.97,11.92
TXN-100794,03/02/2025 02:00,North,Industrial Machinery,1,338.19,43.81
TXN-100795,03/02/2025 03:00,East,Industrial Machinery,17,93.66,13.91
TXN-100796,03/02/2025 04:00,North,Office Supplies,1,412.83,46.43
TXN-100797,03/02/2025 05:00,East,Electronics,13,341.87,24.88
TXN-100798,03/02/2025 06:00,North,Electronics,9,421.05,38.43
TXN-100799,03/02/2025 07:00,East,Office Supplies,15,153.27,29.61
TXN-100800,03/02/2025 08:00,North,Home Appliances,3,423.64,16.55
TXN-100801,03/02/2025 09:00,South,Electronics,14,175.62,35.2
TXN-100802,03/02/2025 10:00,North,Home Appliances,11,38.95,48.11
TXN-100803,03/02/2025 11:00,North,Electronics,12,347.01,39.63
TXN-100804,03/02/2025 12:00,South,Electronics,13,321.17,32.18
TXN-100805,03/02/2025 13:00,West,Electronics,13,275.29,49.58
TXN-100806,03/02/2025 14:00,West,Electronics,1,228.36,16.94
TXN-100807,03/02/2025 15:00,North,Industrial Machinery,10,29.48,7.81
TXN-100808,03/02/2025 16:00,South,Home Appliances,3,286.89,6.45
TXN-100809,03/02/2025 17:00,North,Home Appliances,4,196.61,36.98
TXN-100810,03/02/2025 18:00,East,Electronics,16,258.91,42.36
TXN-100811,03/02/2025 19:00,East,Electronics,8,202.04,33.58
TXN-100812,03/02/2025 20:00,North,Home Appliances,16,435.25,45.73
TXN-100813,03/02/2025 21:00,West,Industrial Machinery,17,277.99,36.41
TXN-100814,03/02/2025 22:00,West,Office Supplies,19,341.04,21.69
TXN-100815,03/02/2025 23:00,North,Office Supplies,15,422.34,13.16
TXN-100816,04/02/2025 00:00,North,Home Appliances,16,272.55,46.61
TXN-100817,04/02/2025 01:00,East,Electronics,15,20.74,9.66
TXN-100818,04/02/2025 02:00,West,Electronics,2,30.4,29.43
TXN-100819,04/02/2025 03:00,North,Industrial Machinery,11,320.67,19.13
TXN-100820,04/02/2025 04:00,East,Office Supplies,1,136.76,17.21
TXN-100821,04/02/2025 05:00,West,Industrial Machinery,15,267.24,34.06
TXN-100822,04/02/2025 06:00,South,Office Supplies,19,103.39,15.41
TXN-100823,04/02/2025 07:00,East,Home Appliances,4,132.92,46.24
TXN-100824,04/02/2025 08:00,West,Office Supplies,11,234.77,23.27
TXN-100825,04/02/2025 09:00,West,Industrial Machinery,5,439.38,35.48
TXN-100826,04/02/2025 10:00,East,Industrial Machinery,3,283.27,37.75
TXN-100827,04/02/2025 11:00,South,Industrial Machinery,13,422.26,35.73
TXN-100828,04/02/2025 12:00,East,Home Appliances,10,432.35,45.65
TXN-100829,04/02/2025 13:00,West,Office Supplies,11,105.92,15.4
TXN-100830,04/02/2025 14:00,North,Office Supplies,18,150.71,8.87
TXN-100831,04/02/2025 15:00,North,Industrial Machinery,2,350.06,7.5
TXN-100832,04/02/2025 16:00,East,Office Supplies,7,392.11,44.5
TXN-100833,04/02/2025 17:00,West,Electronics,9,241.1,48.8
TXN-100834,04/02/2025 18:00,North,Electronics,10,447.06,18.61
TXN-100835,04/02/2025 19:00,West,Electronics,18,20.53,36.21
TXN-100836,04/02/2025 20:00,East,Office Supplies,7,145.67,5.4
TXN-100837,04/02/2025 21:00,North,Home Appliances,7,286.26,13.49
TXN-100838,04/02/2025 22:00,West,Home Appliances,3,219.41,36.02
TXN-100839,04/02/2025 23:00,North,Home Appliances,12,66.16,7.96
TXN-100840,05/02/2025 00:00,East,Home Appliances,7,175.3,26.08
TXN-100841,05/02/2025 01:00,West,Electronics,17,26.56,34.82
TXN-100842,05/02/2025 02:00,North,Electronics,1,294.77,39.47
TXN-100843,05/02/2025 03:00,East,Industrial Machinery,5,403.4,25.42
TXN-100844,05/02/2025 04:00,North,Office Supplies,16,399.98,33.36
TXN-100845,05/02/2025 05:00,North,Office Supplies,15,319.45,29.28
TXN-100846,05/02/2025 06:00,South,Home Appliances,2,217.88,7.35
TXN-100847,05/02/2025 07:00,South,Electronics,9,237.98,38.43
TXN-100848,05/02/2025 08:00,East,Home Appliances,7,74.99,12.76
TXN-100849,05/02/2025 09:00,South,Industrial Machinery,4,163.67,6.43
TXN-100850,05/02/2025 10:00,East,Office Supplies,18,97.07,25.3
TXN-100851,05/02/2025 11:00,South,Office Supplies,4,372.31,43.95
TXN-100852,05/02/2025 12:00,North,Home Appliances,13,412.96,11.79
TXN-100853,05/02/2025 13:00,East,Industrial Machinery,1,248.79,5.58
TXN-100854,05/02/2025 14:00,East,Office Supplies,3,331.71,9.95
TXN-100855,05/02/2025 15:00,North,Industrial Machinery,16,68.28,21.36
TXN-100856,05/02/2025 16:00,East,Industrial Machinery,4,279.91,31.11
TXN-100857,05/02/2025 17:00,East,Home Appliances,16,320.86,13.69
TXN-100858,05/02/2025 18:00,South,Electronics,19,212.23,41.09
TXN-100859,05/02/2025 19:00,East,Home Appliances,1,121.2,38.9
TXN-100860,05/02/2025 20:00,West,Electronics,5,396.72,36.31
TXN-100861,05/02/2025 21:00,North,Industrial Machinery,19,338.29,26.94
TXN-100862,05/02/2025 22:00,South,Electronics,11,406.49,21.43
TXN-100863,05/02/2025 23:00,South,Industrial Machinery,13,371.1,21.9
TXN-100864,06/02/2025 00:00,West,Office Supplies,5,445.82,27.64
TXN-100865,06/02/2025 01:00,North,Office Supplies,4,99,8.48
TXN-100866,06/02/2025 02:00,North,Office Supplies,4,53.19,35.7
TXN-100867,06/02/2025 03:00,South,Home Appliances,4,161.93,20.82
TXN-100868,06/02/2025 04:00,East,Home Appliances,4,71.55,15.11
TXN-100869,06/02/2025 05:00,South,Industrial Machinery,18,242.8,17.52
TXN-100870,06/02/2025 06:00,North,Office Supplies,18,290.55,13.11
TXN-100871,06/02/2025 07:00,West,Home Appliances,16,266.77,45.57
TXN-100872,06/02/2025 08:00,South,Office Supplies,9,128.14,12.61
TXN-100873,06/02/2025 09:00,North,Home Appliances,18,410.38,44.73
TXN-100874,06/02/2025 10:00,South,Electronics,2,24.7,30.75
TXN-100875,06/02/2025 11:00,East,Electronics,4,166.71,44.04
TXN-100876,06/02/2025 12:00,South,Office Supplies,12,327.9,26.33
TXN-100877,06/02/2025 13:00,South,Industrial Machinery,7,348.73,46.74
TXN-100878,06/02/2025 14:00,North,Home Appliances,15,196.3,14.52
TXN-100879,06/02/2025 15:00,North,Home Appliances,7,22.85,29.96
TXN-100880,06/02/2025 16:00,North,Electronics,17,284.04,10.66
TXN-100881,06/02/2025 17:00,South,Electronics,16,42.91,25.12
TXN-100882,06/02/2025 18:00,East,Industrial Machinery,19,62.36,30.65
TXN-100883,06/02/2025 19:00,West,Industrial Machinery,9,298.03,32.26
TXN-100884,06/02/2025 20:00,West,Industrial Machinery,14,151.28,21.45
TXN-100885,06/02/2025 21:00,North,Office Supplies,17,166.72,8.44
TXN-100886,06/02/2025 22:00,North,Electronics,5,227.02,34.49
TXN-100887,06/02/2025 23:00,South,Office Supplies,2,440.69,26.98
TXN-100888,07/02/2025 00:00,West,Electronics,16,434.98,11.16
TXN-100889,07/02/2025 01:00,North,Electronics,14,196.37,47.11
TXN-100890,07/02/2025 02:00,East,Home Appliances,14,130.86,48.01
TXN-100891,07/02/2025 03:00,East,Electronics,1,146.98,43.55
TXN-100892,07/02/2025 04:00,North,Electronics,3,132.29,42.97
TXN-100893,07/02/2025 05:00,North,Office Supplies,7,246.76,9.44
TXN-100894,07/02/2025 06:00,West,Electronics,15,279.18,49.7
TXN-100895,07/02/2025 07:00,West,Office Supplies,19,227.87,23.02
TXN-100896,07/02/2025 08:00,South,Industrial Machinery,2,192.77,12.34
TXN-100897,07/02/2025 09:00,West,Electronics,19,107.3,41.54
TXN-100898,07/02/2025 10:00,East,Electronics,9,225.15,15.16
TXN-100899,07/02/2025 11:00,East,Office Supplies,19,163.71,28.68
TXN-100900,07/02/2025 12:00,North,Industrial Machinery,5,250.82,10.76
TXN-100901,07/02/2025 13:00,West,Home Appliances,18,308.87,26.36
TXN-100902,07/02/2025 14:00,South,Industrial Machinery,16,290.67,30.12
TXN-100903,07/02/2025 15:00,East,Office Supplies,4,216.45,25.07
TXN-100904,07/02/2025 16:00,East,Industrial Machinery,12,257.1,8.13
TXN-100905,07/02/2025 17:00,South,Office Supplies,7,139.27,26.82
TXN-100906,07/02/2025 18:00,South,Office Supplies,14,26.03,26.1
TXN-100907,07/02/2025 19:00,East,Home Appliances,12,287.07,16.77
TXN-100908,07/02/2025 20:00,East,Electronics,3,125.24,46.47
TXN-100909,07/02/2025 21:00,South,Office Supplies,5,306.16,23.8
TXN-100910,07/02/2025 22:00,East,Office Supplies,17,340.08,43.89
TXN-100911,07/02/2025 23:00,North,Home Appliances,10,413.47,9.93
TXN-100912,08/02/2025 00:00,North,Office Supplies,10,431.8,19.35
TXN-100913,08/02/2025 01:00,South,Electronics,11,20.07,12.93
TXN-100914,08/02/2025 02:00,West,Home Appliances,17,445.82,23.38
TXN-100915,08/02/2025 03:00,South,Electronics,5,312.27,10.02
TXN-100916,08/02/2025 04:00,South,Electronics,13,295.11,24.85
TXN-100917,08/02/2025 05:00,West,Home Appliances,10,22.11,20.92
TXN-100918,08/02/2025 06:00,West,Office Supplies,9,389.71,15.05
TXN-100919,08/02/2025 07:00,West,Electronics,17,78.72,33.9
TXN-100920,08/02/2025 08:00,North,Electronics,1,379.32,47.79
TXN-100921,08/02/2025 09:00,East,Electronics,4,22.26,14.32
TXN-100922,08/02/2025 10:00,North,Electronics,4,296.17,37.03
TXN-100923,08/02/2025 11:00,East,Home Appliances,18,204.42,38.41
TXN-100924,08/02/2025 12:00,North,Home Appliances,9,102.73,27.42
TXN-100925,08/02/2025 13:00,East,Industrial Machinery,18,62.24,45.4
TXN-100926,08/02/2025 14:00,North,Industrial Machinery,14,206.74,48.49
TXN-100927,08/02/2025 15:00,West,Electronics,15,69.08,21.3
TXN-100928,08/02/2025 16:00,South,Office Supplies,6,226.86,34.3
TXN-100929,08/02/2025 17:00,North,Electronics,10,287.16,34.8
TXN-100930,08/02/2025 18:00,East,Office Supplies,15,375,23.16
TXN-100931,08/02/2025 19:00,West,Electronics,4,310.37,19.26
TXN-100932,08/02/2025 20:00,North,Industrial Machinery,18,43.83,47.02
TXN-100933,08/02/2025 21:00,North,Industrial Machinery,18,149.08,40.55
TXN-100934,08/02/2025 22:00,West,Office Supplies,17,140.63,10.15
TXN-100935,08/02/2025 23:00,North,Electronics,12,413.08,10.39
TXN-100936,09/02/2025 00:00,South,Office Supplies,7,392.55,46.51
TXN-100937,09/02/2025 01:00,North,Industrial Machinery,16,176.33,8.66
TXN-100938,09/02/2025 02:00,South,Electronics,11,46.42,35.98
TXN-100939,09/02/2025 03:00,South,Electronics,14,403.99,15.2
TXN-100940,09/02/2025 04:00,West,Office Supplies,3,401.42,6.58
TXN-100941,09/02/2025 05:00,North,Home Appliances,19,386.89,7.68
TXN-100942,09/02/2025 06:00,West,Office Supplies,18,382.69,21.81
TXN-100943,09/02/2025 07:00,North,Industrial Machinery,10,224.17,8.49
TXN-100944,09/02/2025 08:00,North,Industrial Machinery,6,92.59,31.85
TXN-100945,09/02/2025 09:00,East,Industrial Machinery,13,222.97,34.13
TXN-100946,09/02/2025 10:00,North,Industrial Machinery,10,230.4,21.81
TXN-100947,09/02/2025 11:00,West,Industrial Machinery,18,228.38,38.43
TXN-100948,09/02/2025 12:00,South,Home Appliances,16,249.6,27.05
TXN-100949,09/02/2025 13:00,North,Electronics,6,127.45,24.36
TXN-100950,09/02/2025 14:00,East,Office Supplies,13,174.63,23.31
TXN-100951,09/02/2025 15:00,West,Office Supplies,4,204.15,24.4
TXN-100952,09/02/2025 16:00,North,Industrial Machinery,14,72.47,48.55
TXN-100953,09/02/2025 17:00,West,Office Supplies,1,213.36,35.66
TXN-100954,09/02/2025 18:00,East,Industrial Machinery,5,367.65,19.18
TXN-100955,09/02/2025 19:00,East,Home Appliances,8,375.29,38.02
TXN-100956,09/02/2025 20:00,West,Home Appliances,12,194.32,19.86
TXN-100957,09/02/2025 21:00,North,Electronics,2,240.92,10.66
TXN-100958,09/02/2025 22:00,South,Home Appliances,12,30.12,26.39
TXN-100959,09/02/2025 23:00,East,Home Appliances,5,308.54,38.8
TXN-100960,10/02/2025 00:00,North,Electronics,5,191.3,21.99
TXN-100961,10/02/2025 01:00,North,Office Supplies,13,209.06,44.11
TXN-100962,10/02/2025 02:00,South,Industrial Machinery,9,395.11,22.41
TXN-100963,10/02/2025 03:00,East,Industrial Machinery,10,216.17,20.74
TXN-100964,10/02/2025 04:00,East,Office Supplies,1,24.71,49.92
TXN-100965,10/02/2025 05:00,North,Electronics,3,114.34,26.71
TXN-100966,10/02/2025 06:00,North,Office Supplies,18,222.16,41.23
TXN-100967,10/02/2025 07:00,South,Home Appliances,12,199.9,41.22
TXN-100968,10/02/2025 08:00,South,Electronics,3,389.33,46.69
TXN-100969,10/02/2025 09:00,East,Electronics,9,251.06,8.82
TXN-100970,10/02/2025 10:00,West,Electronics,2,315.15,17.2
TXN-100971,10/02/2025 11:00,East,Industrial Machinery,3,219.42,39.55
TXN-100972,10/02/2025 12:00,North,Office Supplies,14,206.53,30.32
TXN-100973,10/02/2025 13:00,East,Electronics,4,209.41,30.18
TXN-100974,10/02/2025 14:00,West,Electronics,19,194.05,12.48
TXN-100975,10/02/2025 15:00,South,Electronics,13,249.51,17.65
TXN-100976,10/02/2025 16:00,West,Office Supplies,7,124.32,28.46
TXN-100977,10/02/2025 17:00,West,Industrial Machinery,12,402.66,17.47
TXN-100978,10/02/2025 18:00,West,Home Appliances,3,160.23,14.46
TXN-100979,10/02/2025 19:00,South,Industrial Machinery,9,79.6,8.95
TXN-100980,10/02/2025 20:00,West,Electronics,2,57.45,12.01
TXN-100981,10/02/2025 21:00,West,Industrial Machinery,9,21.33,39.6
TXN-100982,10/02/2025 22:00,West,Industrial Machinery,12,199.23,37.35
TXN-100983,10/02/2025 23:00,North,Home Appliances,12,97.02,7.06
TXN-100984,11/02/2025 00:00,West,Office Supplies,15,24.91,14.15
TXN-100985,11/02/2025 01:00,South,Office Supplies,2,241.45,30.22
TXN-100986,11/02/2025 02:00,West,Industrial Machinery,18,310.95,19.52
TXN-100987,11/02/2025 03:00,West,Industrial Machinery,13,52.76,42.05
TXN-100988,11/02/2025 04:00,South,Office Supplies,14,215.77,40.32
TXN-100989,11/02/2025 05:00,West,Office Supplies,5,338.61,45.12
TXN-100990,11/02/2025 06:00,South,Home Appliances,10,443.83,30.33
TXN-100991,11/02/2025 07:00,West,Electronics,12,305.39,20.84
TXN-100992,11/02/2025 08:00,South,Industrial Machinery,10,121.88,32.27
TXN-100993,11/02/2025 09:00,West,Office Supplies,11,326.84,9.01
TXN-100994,11/02/2025 10:00,West,Industrial Machinery,2,275.3,5.43
TXN-100995,11/02/2025 11:00,North,Industrial Machinery,5,107.53,5.77
TXN-100996,11/02/2025 12:00,North,Office Supplies,7,385.31,23.34
TXN-100997,11/02/2025 13:00,West,Home Appliances,6,201.21,15.26
TXN-100998,11/02/2025 14:00,West,Industrial Machinery,3,433.48,12.08
TXN-100999,11/02/2025 15:00,East,Home Appliances,13,329.6,32.69
TXN-101000,11/02/2025 16:00,South,Office Supplies,3,295.56,49.78
TXN-101001,11/02/2025 17:00,East,Electronics,6,331.97,13
TXN-101002,11/02/2025 18:00,North,Electronics,11,223.23,29.59
TXN-101003,11/02/2025 19:00,North,Industrial Machinery,17,235.02,10.39
TXN-101004,11/02/2025 20:00,North,Office Supplies,10,385.35,47.04
TXN-101005,11/02/2025 21:00,North,Home Appliances,12,311.36,18.13
TXN-101006,11/02/2025 22:00,West,Industrial Machinery,17,405.35,44.53
TXN-101007,11/02/2025 23:00,North,Office Supplies,4,402.56,17.74
TXN-101008,12/02/2025 00:00,West,Office Supplies,2,439.78,41.27
TXN-101009,12/02/2025 01:00,West,Home Appliances,11,319.74,14.42
TXN-101010,12/02/2025 02:00,North,Industrial Machinery,7,233.75,18.18
TXN-101011,12/02/2025 03:00,North,Office Supplies,2,87.76,13.66
TXN-101012,12/02/2025 04:00,South,Office Supplies,18,321.99,16.89
TXN-101013,12/02/2025 05:00,East,Office Supplies,4,142.19,42.57
TXN-101014,12/02/2025 06:00,North,Home Appliances,8,138.44,33.76
TXN-101015,12/02/2025 07:00,South,Industrial Machinery,14,119.04,23.26
TXN-101016,12/02/2025 08:00,South,Industrial Machinery,12,395.74,48.72
TXN-101017,12/02/2025 09:00,East,Industrial Machinery,18,392.63,25.92
TXN-101018,12/02/2025 10:00,West,Industrial Machinery,11,289.66,48.64
TXN-101019,12/02/2025 11:00,North,Electronics,8,221.01,13.85
TXN-101020,12/02/2025 12:00,East,Electronics,2,307.53,45.71
TXN-101021,12/02/2025 13:00,North,Industrial Machinery,15,279.34,5.62
TXN-101022,12/02/2025 14:00,South,Home Appliances,9,196.14,29.54
TXN-101023,12/02/2025 15:00,South,Electronics,19,180.45,24.04
TXN-101024,12/02/2025 16:00,West,Office Supplies,8,181.82,28.63
TXN-101025,12/02/2025 17:00,South,Electronics,19,271.48,29.91
TXN-101026,12/02/2025 18:00,South,Office Supplies,5,296.91,22.51
TXN-101027,12/02/2025 19:00,East,Industrial Machinery,11,211.78,49.92
TXN-101028,12/02/2025 20:00,North,Electronics,15,436.4,48.94
TXN-101029,12/02/2025 21:00,North,Home Appliances,8,51.93,48.28
TXN-101030,12/02/2025 22:00,East,Electronics,19,166.29,49.06
TXN-101031,12/02/2025 23:00,West,Electronics,8,197.59,40.69
TXN-101032,13/02/2025 00:00,North,Electronics,19,22.85,49.49
TXN-101033,13/02/2025 01:00,South,Industrial Machinery,18,174.07,45.16
TXN-101034,13/02/2025 02:00,North,Home Appliances,10,134.43,23.72
TXN-101035,13/02/2025 03:00,South,Electronics,7,235.37,40.31
TXN-101036,13/02/2025 04:00,West,Home Appliances,9,161.67,46.04
TXN-101037,13/02/2025 05:00,East,Industrial Machinery,1,331.03,37.07
TXN-101038,13/02/2025 06:00,North,Office Supplies,19,237.07,24.03
TXN-101039,13/02/2025 07:00,East,Electronics,5,71.88,7.96
TXN-101040,13/02/2025 08:00,North,Home Appliances,19,341.4,41.44
TXN-101041,13/02/2025 09:00,South,Home Appliances,1,58.61,47.87
TXN-101042,13/02/2025 10:00,East,Industrial Machinery,15,380.07,21.31
TXN-101043,13/02/2025 11:00,North,Electronics,16,420.2,11.84
TXN-101044,13/02/2025 12:00,South,Office Supplies,7,155.6,19.69
TXN-101045,13/02/2025 13:00,East,Home Appliances,12,417.91,31.22
TXN-101046,13/02/2025 14:00,East,Electronics,8,360.06,19.26
TXN-101047,13/02/2025 15:00,North,Office Supplies,5,416.3,32.48
TXN-101048,13/02/2025 16:00,North,Home Appliances,10,304.99,48.51
TXN-101049,13/02/2025 17:00,North,Home Appliances,5,117.89,35.18
TXN-101050,13/02/2025 18:00,South,Office Supplies,17,404.17,21.32
TXN-101051,13/02/2025 19:00,North,Office Supplies,5,95.56,47.11
TXN-101052,13/02/2025 20:00,East,Industrial Machinery,15,108.07,30.45
TXN-101053,13/02/2025 21:00,East,Electronics,13,133.28,10.78
TXN-101054,13/02/2025 22:00,North,Electronics,1,147.7,27.45
TXN-101055,13/02/2025 23:00,North,Industrial Machinery,11,239.04,34.41
TXN-101056,14/02/2025 00:00,West,Home Appliances,1,325.5,42.72
TXN-101057,14/02/2025 01:00,East,Office Supplies,11,417.94,47.14
TXN-101058,14/02/2025 02:00,South,Office Supplies,18,53.93,19.28
TXN-101059,14/02/2025 03:00,West,Office Supplies,18,430.17,12
TXN-101060,14/02/2025 04:00,North,Home Appliances,16,415.81,8.32
TXN-101061,14/02/2025 05:00,North,Office Supplies,13,38.96,38.23
TXN-101062,14/02/2025 06:00,East,Office Supplies,7,172.06,40.78
TXN-101063,14/02/2025 07:00,North,Industrial Machinery,1,368.81,23.42
TXN-101064,14/02/2025 08:00,South,Home Appliances,16,281.23,22.82
TXN-101065,14/02/2025 09:00,East,Electronics,1,354.02,47.94
TXN-101066,14/02/2025 10:00,North,Industrial Machinery,17,327.92,46.25
TXN-101067,14/02/2025 11:00,East,Industrial Machinery,6,231.35,15.5
TXN-101068,14/02/2025 12:00,North,Electronics,2,33.41,40.14
TXN-101069,14/02/2025 13:00,North,Industrial Machinery,17,269.36,33.02
TXN-101070,14/02/2025 14:00,North,Home Appliances,6,36.6,11.94
TXN-101071,14/02/2025 15:00,South,Office Supplies,14,277.82,21.05
TXN-101072,14/02/2025 16:00,South,Home Appliances,18,363.28,12.99
TXN-101073,14/02/2025 17:00,East,Electronics,6,269.68,18.28
TXN-101074,14/02/2025 18:00,North,Electronics,10,448.71,32.69
TXN-101075,14/02/2025 19:00,North,Industrial Machinery,18,213.57,21.89
TXN-101076,14/02/2025 20:00,South,Home Appliances,9,340.87,22.73
TXN-101077,14/02/2025 21:00,North,Home Appliances,8,305.4,29.28
TXN-101078,14/02/2025 22:00,South,Electronics,10,446.28,8.93
TXN-101079,14/02/2025 23:00,North,Home Appliances,17,325.39,38.25
TXN-101080,15/02/2025 00:00,East,Electronics,6,86.77,23.08
TXN-101081,15/02/2025 01:00,North,Home Appliances,14,430.67,26.62
TXN-101082,15/02/2025 02:00,North,Home Appliances,6,305.65,48.84
TXN-101083,15/02/2025 03:00,West,Home Appliances,7,41.28,20.5
TXN-101084,15/02/2025 04:00,South,Electronics,12,301.21,34.17
TXN-101085,15/02/2025 05:00,North,Industrial Machinery,3,399.22,22.66
TXN-101086,15/02/2025 06:00,North,Home Appliances,14,266.22,45.24
TXN-101087,15/02/2025 07:00,West,Electronics,19,169.32,43.1
TXN-101088,15/02/2025 08:00,West,Electronics,16,372.19,15.87
TXN-101089,15/02/2025 09:00,South,Home Appliances,7,355.5,36.13
TXN-101090,15/02/2025 10:00,West,Home Appliances,8,251.95,7.93
TXN-101091,15/02/2025 11:00,East,Industrial Machinery,18,82.57,48.34
TXN-101092,15/02/2025 12:00,West,Electronics,13,124.55,20.7
TXN-101093,15/02/2025 13:00,East,Electronics,9,336.37,42.43
TXN-101094,15/02/2025 14:00,South,Office Supplies,10,365.74,19.33
TXN-101095,15/02/2025 15:00,South,Electronics,9,136.84,33.47
TXN-101096,15/02/2025 16:00,South,Industrial Machinery,15,175.39,49.26
TXN-101097,15/02/2025 17:00,South,Office Supplies,2,49.23,44.45
TXN-101098,15/02/2025 18:00,South,Office Supplies,13,325.5,12.22
TXN-101099,15/02/2025 19:00,East,Office Supplies,2,17.05,29.64
TXN-101100,15/02/2025 20:00,East,Home Appliances,19,35.72,20.68
TXN-101101,15/02/2025 21:00,South,Home Appliances,2,17.39,24.55
TXN-101102,15/02/2025 22:00,West,Electronics,3,295.89,20.08
TXN-101103,15/02/2025 23:00,North,Office Supplies,6,196.85,20.12
TXN-101104,16/02/2025 00:00,South,Industrial Machinery,3,144.78,29.41
TXN-101105,16/02/2025 01:00,West,Home Appliances,10,412.07,13.64
TXN-101106,16/02/2025 02:00,North,Industrial Machinery,6,99.27,29.18
TXN-101107,16/02/2025 03:00,South,Industrial Machinery,16,184.68,17.55
TXN-101108,16/02/2025 04:00,South,Home Appliances,17,424.07,18
TXN-101109,16/02/2025 05:00,East,Home Appliances,19,201.08,38.24
TXN-101110,16/02/2025 06:00,North,Home Appliances,3,256.51,6.33
TXN-101111,16/02/2025 07:00,North,Home Appliances,18,50.41,22.14
TXN-101112,16/02/2025 08:00,West,Office Supplies,7,358.83,23.34
TXN-101113,16/02/2025 09:00,East,Office Supplies,9,199.19,26.83
TXN-101114,16/02/2025 10:00,East,Office Supplies,12,363.32,35.11
TXN-101115,16/02/2025 11:00,East,Office Supplies,5,125.78,21.64
TXN-101116,16/02/2025 12:00,East,Electronics,3,199.07,14.59
TXN-101117,16/02/2025 13:00,North,Office Supplies,11,357.26,44.82
TXN-101118,16/02/2025 14:00,North,Home Appliances,4,438.65,49.15
TXN-101119,16/02/2025 15:00,South,Industrial Machinery,5,41.41,5.9
TXN-101120,16/02/2025 16:00,South,Office Supplies,1,368.51,29.59
TXN-101121,16/02/2025 17:00,East,Electronics,18,146.15,20.38
TXN-101122,16/02/2025 18:00,East,Home Appliances,12,254.8,17.46
TXN-101123,16/02/2025 19:00,East,Industrial Machinery,13,141.55,20.11
TXN-101124,16/02/2025 20:00,South,Industrial Machinery,9,282.04,33.75
TXN-101125,16/02/2025 21:00,West,Office Supplies,2,169.23,13.58
TXN-101126,16/02/2025 22:00,West,Industrial Machinery,5,160.46,46.08
TXN-101127,16/02/2025 23:00,South,Office Supplies,13,31.98,25.98
TXN-101128,17/02/2025 00:00,South,Office Supplies,16,79.35,19.65
TXN-101129,17/02/2025 01:00,South,Home Appliances,16,413.97,39.45
TXN-101130,17/02/2025 02:00,South,Home Appliances,3,449.25,5.74
TXN-101131,17/02/2025 03:00,South,Electronics,4,354.64,24.43
TXN-101132,17/02/2025 04:00,South,Home Appliances,11,140.12,20.99
TXN-101133,17/02/2025 05:00,East,Home Appliances,14,190.36,20.22
TXN-101134,17/02/2025 06:00,East,Office Supplies,3,336.81,20.17
TXN-101135,17/02/2025 07:00,East,Home Appliances,16,436.32,6.41
TXN-101136,17/02/2025 08:00,East,Office Supplies,15,213.4,11.85
TXN-101137,17/02/2025 09:00,South,Office Supplies,10,375.93,11.38
TXN-101138,17/02/2025 10:00,West,Home Appliances,9,439.17,49.49
TXN-101139,17/02/2025 11:00,North,Electronics,11,395.02,6
TXN-101140,17/02/2025 12:00,South,Electronics,16,114.2,12.52
TXN-101141,17/02/2025 13:00,North,Industrial Machinery,10,18.99,48.84
TXN-101142,17/02/2025 14:00,West,Industrial Machinery,17,229.31,33.27
TXN-101143,17/02/2025 15:00,East,Home Appliances,19,246.38,25.28
TXN-101144,17/02/2025 16:00,West,Electronics,2,102.94,8.54
TXN-101145,17/02/2025 17:00,South,Office Supplies,2,139.19,35.13
TXN-101146,17/02/2025 18:00,East,Industrial Machinery,6,347.96,11.2
TXN-101147,17/02/2025 19:00,South,Office Supplies,19,219.87,35.2
TXN-101148,17/02/2025 20:00,East,Industrial Machinery,8,153.39,49.06
TXN-101149,17/02/2025 21:00,North,Home Appliances,3,286.03,28.94
TXN-101150,17/02/2025 22:00,North,Electronics,14,299.12,14.63
TXN-101151,17/02/2025 23:00,North,Industrial Machinery,16,349.8,33.14
TXN-101152,18/02/2025 00:00,West,Electronics,1,83.59,28.08
TXN-101153,18/02/2025 01:00,South,Office Supplies,3,337.69,28.99
TXN-101154,18/02/2025 02:00,West,Home Appliances,18,275.95,26.51
TXN-101155,18/02/2025 03:00,North,Electronics,9,40.51,35.32
TXN-101156,18/02/2025 04:00,South,Home Appliances,6,353.3,30.74
TXN-101157,18/02/2025 05:00,North,Electronics,1,181.95,49.41
TXN-101158,18/02/2025 06:00,West,Office Supplies,10,159.05,42.16
TXN-101159,18/02/2025 07:00,West,Office Supplies,6,210.19,16.91
TXN-101160,18/02/2025 08:00,West,Home Appliances,12,165.91,37.66
TXN-101161,18/02/2025 09:00,North,Office Supplies,4,162.49,14.64
TXN-101162,18/02/2025 10:00,South,Industrial Machinery,13,366.61,40.21
TXN-101163,18/02/2025 11:00,South,Electronics,17,69.6,11.64
TXN-101164,18/02/2025 12:00,North,Office Supplies,8,437.23,26.31
TXN-101165,18/02/2025 13:00,South,Industrial Machinery,3,256.62,40.58
